[2023-13-08 07:12:32]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:12:32]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:46:10]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:46:10]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:48:25]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:48:25]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:48:25]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:48:25]: DEBUG: collection_links is array.
[2023-13-08 07:51:42]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:51:42]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:51:42]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:51:42]: DEBUG: collection_links is array.
[2023-13-08 07:54:14]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:54:14]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:54:14]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:54:14]: DEBUG: collection_links is array.
[2023-13-08 07:56:39]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:56:39]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:56:39]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:56:39]: DEBUG: collection_links is array.
[2023-13-08 07:57:25]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:57:25]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:57:25]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:57:25]: DEBUG: collection_links is array.
[2023-13-08 08:28:32]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 08:28:32]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 08:28:32]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 08:28:32]: DEBUG: collection_links is array.
[2023-13-08 08:29:58]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 08:29:58]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
lxca_nodes module – Custom module for lxca nodes inventory utility
lxd_container module – Manage LXD instances
lxd_profile module – Manage LXD profiles
lxd_project module – Manage LXD projects
macports module – Package manager for MacPorts
mail module – Send an email
make module – Run targets in a Makefile
manageiq_alert_profiles module – Configuration of alert profiles for ManageIQ
manageiq_alerts module – Configuration of alerts in ManageIQ
manageiq_group module – Management of groups in ManageIQ
manageiq_policies module – Management of resource policy_profiles in ManageIQ
manageiq_policies_info module – Listing of resource policy_profiles in ManageIQ
manageiq_provider module – Management of provider in ManageIQ
manageiq_tags module – Management of resource tags in ManageIQ
manageiq_tags_info module – Retrieve resource tags in ManageIQ
manageiq_tenant module – Management of tenants in ManageIQ
manageiq_user module – Management of users in ManageIQ
mas module – Manage Mac App Store applications with mas-cli
matrix module – Send notifications to matrix
mattermost module – Send Mattermost notifications
maven_artifact module – Downloads an Artifact from a Maven Repository
memset_dns_reload module – Request reload of Memset’s DNS infrastructure,
memset_memstore_info module – Retrieve Memstore product usage information
memset_server_info module – Retrieve server information
memset_zone module – Creates and deletes Memset DNS zones
memset_zone_domain module – Create and delete domains in Memset DNS zones
memset_zone_record module – Create and delete records in Memset DNS zones
mksysb module – Generates AIX mksysb rootvg backups
modprobe module – Load or unload kernel modules
monit module – Manage the state of a program monitored via Monit
mqtt module – Publish a message on an MQTT topic for the IoT
mssql_db module – Add or remove MSSQL databases from a remote host
mssql_script module – Execute SQL scripts on a MSSQL database
nagios module – Perform common tasks in Nagios related to downtime and notifications
netcup_dns module – Manage Netcup DNS records
newrelic_deployment module – Notify New Relic about app deployments
nexmo module – Send a SMS via nexmo
nginx_status_info module – Retrieve information on nginx status
nictagadm module – Manage nic tags on SmartOS systems
nmcli module – Manage Networking
nomad_job module – Launch a Nomad Job
nomad_job_info module – Get Nomad Jobs info
nosh module – Manage services with nosh
npm module – Manage node.js packages with npm
nsupdate module – Manage DNS records
ocapi_command module – Manages Out-Of-Band controllers using Open Composable API (OCAPI)
ocapi_info module – Manages Out-Of-Band controllers using Open Composable API (OCAPI)
oci_vcn module – Manage Virtual Cloud Networks(VCN) in OCI
odbc module – Execute SQL via ODBC
office_365_connector_card module – Use webhooks to create Connector Card messages within an Office 365 group
ohai module – Returns inventory data from Ohai
omapi_host module – Setup OMAPI hosts
one_host module – Manages OpenNebula Hosts
one_image module – Manages OpenNebula images
one_image_info module – Gather information on OpenNebula images
one_service module – Deploy and manage OpenNebula services
one_template module – Manages OpenNebula templates
one_vm module – Creates or terminates OpenNebula instances
oneandone_firewall_policy module – Configure 1&1 firewall policy
oneandone_load_balancer module – Configure 1&1 load balancer
oneandone_monitoring_policy module – Configure 1&1 monitoring policy
oneandone_private_network module – Configure 1&1 private networking
oneandone_public_ip module – Configure 1&1 public IPs
oneandone_server module – Create, destroy, start, stop, and reboot a 1&1 Host server
onepassword_info module – Gather items from 1Password
oneview_datacenter_info module – Retrieve information about the OneView Data Centers
oneview_enclosure_info module – Retrieve information about one or more Enclosures
oneview_ethernet_network module – Manage OneView Ethernet Network resources
oneview_ethernet_network_info module – Retrieve the information about one or more of the OneView Ethernet Networks
oneview_fc_network module – Manage OneView Fibre Channel Network resources
oneview_fc_network_info module – Retrieve the information about one or more of the OneView Fibre Channel Networks
oneview_fcoe_network module – Manage OneView FCoE Network resources
oneview_fcoe_network_info module – Retrieve the information about one or more of the OneView FCoE Networks
oneview_logical_interconnect_group module – Manage OneView Logical Interconnect Group resources
oneview_logical_interconnect_group_info module – Retrieve information about one or more of the OneView Logical Interconnect Groups
oneview_network_set module – Manage HPE OneView Network Set resources
oneview_network_set_info module – Retrieve information about the OneView Network Sets
oneview_san_manager module – Manage OneView SAN Manager resources
oneview_san_manager_info module – Retrieve information about one or more of the OneView SAN Managers
online_server_info module – Gather information about Online servers
online_user_info module – Gather information about Online user
open_iscsi module – Manage iSCSI targets with Open-iSCSI
openbsd_pkg module – Manage packages on OpenBSD
opendj_backendprop module – Will update the backend configuration of OpenDJ via the dsconfig set-backend-prop command
openwrt_init module – Manage services on OpenWrt
opkg module – Package manager for OpenWrt and Openembedded/Yocto based Linux distributions
osx_defaults module – Manage macOS user defaults
ovh_ip_failover module – Manage OVH IP failover address
ovh_ip_loadbalancing_backend module – Manage OVH IP LoadBalancing backends
ovh_monthly_billing module – Manage OVH monthly billing
pacemaker_cluster module – Manage pacemaker clusters
packet_device module – Manage a bare metal server in the Packet Host
packet_ip_subnet module – Assign IP subnet to a bare metal server
packet_project module – Create/delete a project in Packet host
packet_sshkey module – Create/delete an SSH key in Packet host
packet_volume module – Create/delete a volume in Packet host
packet_volume_attachment module – Attach/detach a volume to a device in the Packet host
pacman module – Manage packages with pacman
pacman_key module – Manage pacman’s list of trusted keys
pagerduty module – Create PagerDuty maintenance windows
pagerduty_alert module – Trigger, acknowledge or resolve PagerDuty incidents
pagerduty_change module – Track a code or infrastructure change as a PagerDuty change event
pagerduty_user module – Manage a user account on PagerDuty
pam_limits module – Modify Linux PAM limits
pamd module – Manage PAM Modules
parted module – Configure block device partitions
pear module – Manage pear/pecl packages
pids module – Retrieves process IDs list if the process is running otherwise return empty list
pingdom module – Pause/unpause Pingdom alerts
pip_package_info module – Pip package information
pipx module – Manages applications installed with pipx
pipx_info module – Rretrieves information about applications installed with pipx
pkg5 module – Manages packages with the Solaris 11 Image Packaging System
pkg5_publisher module – Manages Solaris 11 Image Packaging System publishers
pkgin module – Package manager for SmartOS, NetBSD, et al
pkgng module – Package manager for FreeBSD >= 9.0
pkgutil module – OpenCSW package management on Solaris
pmem module – Configure Intel Optane Persistent Memory modules
portage module – Package manager for Gentoo
portinstall module – Installing packages from FreeBSD’s ports system
pritunl_org module – Manages Pritunl Organizations using the Pritunl API
pritunl_org_info module – List Pritunl Organizations using the Pritunl API
pritunl_user module – Manage Pritunl Users using the Pritunl API
pritunl_user_info module – List Pritunl Users using the Pritunl API
profitbricks module – Create, destroy, start, stop, and reboot a ProfitBricks virtual machine
profitbricks_datacenter module – Create or destroy a ProfitBricks Virtual Datacenter
profitbricks_nic module – Create or Remove a NIC
profitbricks_volume module – Create or destroy a volume
profitbricks_volume_attachments module – Attach or detach a volume
proxmox module – Management of instances in Proxmox VE cluster
proxmox_disk module – Management of a disk of a Qemu(KVM) VM in a Proxmox VE cluster
proxmox_domain_info module – Retrieve information about one or more Proxmox VE domains
proxmox_group_info module – Retrieve information about one or more Proxmox VE groups
proxmox_kvm module – Management of Qemu(KVM) Virtual Machines in Proxmox VE cluster
proxmox_nic module – Management of a NIC of a Qemu(KVM) VM in a Proxmox VE cluster
proxmox_pool module – Pool management for Proxmox VE cluster
proxmox_pool_member module – Add or delete members from Proxmox VE cluster pools
proxmox_snap module – Snapshot management of instances in Proxmox VE cluster
proxmox_storage_info module – Retrieve information about one or more Proxmox VE storages
proxmox_tasks_info module – Retrieve information about one or more Proxmox VE tasks
proxmox_template module – Management of OS templates in Proxmox VE cluster
proxmox_user_info module – Retrieve information about one or more Proxmox VE users
proxmox_vm_info module – Retrieve information about one or more Proxmox VE virtual machines
pubnub_blocks module – PubNub blocks management module
pulp_repo module – Add or remove Pulp repos from a remote host
puppet module – Runs puppet
pushbullet module – Sends notifications to Pushbullet
pushover module – Send notifications via https://pushover.net
python_requirements_info module – Show python path and assert dependency versions
rax module – Create / delete an instance in Rackspace Public Cloud
rax_cbs module – Manipulate Rackspace Cloud Block Storage Volumes
rax_cbs_attachments module – Manipulate Rackspace Cloud Block Storage Volume Attachments
rax_cdb module – Create/delete or resize a Rackspace Cloud Databases instance
rax_cdb_database module – Create / delete a database in the Cloud Databases
rax_cdb_user module – Create / delete a Rackspace Cloud Database
rax_clb module – Create / delete a load balancer in Rackspace Public Cloud
rax_clb_nodes module – Add, modify and remove nodes from a Rackspace Cloud Load Balancer
rax_clb_ssl module – Manage SSL termination for a Rackspace Cloud Load Balancer
rax_dns module – Manage domains on Rackspace Cloud DNS
rax_dns_record module – Manage DNS records on Rackspace Cloud DNS
rax_facts module – Gather facts for Rackspace Cloud Servers
rax_files module – Manipulate Rackspace Cloud Files Containers
rax_files_objects module – Upload, download, and delete objects in Rackspace Cloud Files
rax_identity module – Load Rackspace Cloud Identity
rax_keypair module – Create a keypair for use with Rackspace Cloud Servers
rax_meta module – Manipulate metadata for Rackspace Cloud Servers
rax_mon_alarm module – Create or delete a Rackspace Cloud Monitoring alarm
rax_mon_check module – Create or delete a Rackspace Cloud Monitoring check for an existing entity.
rax_mon_entity module – Create or delete a Rackspace Cloud Monitoring entity
rax_mon_notification module – Create or delete a Rackspace Cloud Monitoring notification
rax_mon_notification_plan module – Create or delete a Rackspace Cloud Monitoring notification plan.
rax_network module – Create / delete an isolated network in Rackspace Public Cloud
rax_queue module – Create / delete a queue in Rackspace Public Cloud
rax_scaling_group module – Manipulate Rackspace Cloud Autoscale Groups
rax_scaling_policy module – Manipulate Rackspace Cloud Autoscale Scaling Policy
read_csv module – Read a CSV file
redfish_command module – Manages Out-Of-Band controllers using Redfish APIs
redfish_config module – Manages Out-Of-Band controllers using Redfish APIs
redfish_info module – Manages Out-Of-Band controllers using Redfish APIs
redhat_subscription module – Manage registration and subscriptions to RHSM using subscription-manager
redis module – Various redis commands, replica and flush
redis_data module – Set key value pairs in Redis
redis_data_incr module – Increment keys in Redis
redis_data_info module – Get value of key in Redis database
redis_info module – Gather information about Redis servers
rhevm module – RHEV/oVirt automation
rhn_channel module – Adds or removes Red Hat software channels
rhn_register module – Manage Red Hat Network registration using the rhnreg_ks command
rhsm_release module – Set or Unset RHSM Release version
rhsm_repository module – Manage RHSM repositories using the subscription-manager command
riak module – This module handles some common Riak operations
rocketchat module – Send notifications to Rocket Chat
rollbar_deployment module – Notify Rollbar about app deployments
rpm_ostree_pkg module – Install or uninstall overlay additional packages
rundeck_acl_policy module – Manage Rundeck ACL policies
rundeck_job_executions_info module – Query executions for a Rundeck job
rundeck_job_run module – Run a Rundeck job
rundeck_project module – Manage Rundeck projects
runit module – Manage runit services
say module – Makes a computer to speak
scaleway_compute module – Scaleway compute management module
scaleway_compute_private_network module – Scaleway compute - private network management
scaleway_container module – Scaleway Container management
scaleway_container_info module – Retrieve information on Scaleway Container
scaleway_container_namespace module – Scaleway Container namespace management
scaleway_container_namespace_info module – Retrieve information on Scaleway Container namespace
scaleway_container_registry module – Scaleway Container registry management module
scaleway_container_registry_info module – Scaleway Container registry info module
scaleway_database_backup module – Scaleway database backups management module
scaleway_function module – Scaleway Function management
scaleway_function_info module – Retrieve information on Scaleway Function
scaleway_function_namespace module – Scaleway Function namespace management
scaleway_function_namespace_info module – Retrieve information on Scaleway Function namespace
scaleway_image_info module – Gather information about the Scaleway images available
scaleway_ip module – Scaleway IP management module
scaleway_ip_info module – Gather information about the Scaleway ips available
scaleway_lb module – Scaleway load-balancer management module
scaleway_organization_info module – Gather information about the Scaleway organizations available
scaleway_private_network module – Scaleway private network management
scaleway_security_group module – Scaleway Security Group management module
scaleway_security_group_info module – Gather information about the Scaleway security groups available
scaleway_security_group_rule module – Scaleway Security Group Rule management module
scaleway_server_info module – Gather information about the Scaleway servers available
scaleway_snapshot_info module – Gather information about the Scaleway snapshots available
scaleway_sshkey module – Scaleway SSH keys management module
scaleway_user_data module – Scaleway user_data management module
scaleway_volume module – Scaleway volumes management module
scaleway_volume_info module – Gather information about the Scaleway volumes available
sefcontext module – Manages SELinux file context mapping definitions
selinux_permissive module – Change permissive domain in SELinux policy
selogin module – Manages linux user to SELinux user mapping
sendgrid module – Sends an email with the SendGrid API
sensu_check module – Manage Sensu checks
sensu_client module – Manages Sensu client configuration
sensu_handler module – Manages Sensu handler configuration
sensu_silence module – Manage Sensu silence entries
sensu_subscription module – Manage Sensu subscriptions
seport module – Manages SELinux network port type definitions
serverless module – Manages a Serverless Framework project
shutdown module – Shut down a machine
sl_vm module – Create or cancel a virtual instance in SoftLayer
slack module – Send Slack notifications
slackpkg module – Package manager for Slackware >= 12.2
smartos_image_info module – Get SmartOS image details
snap module – Manages snaps
snap_alias module – Manages snap aliases
snmp_facts module – Retrieve facts for a device using SNMP
solaris_zone module – Manage Solaris zones
sorcery module – Package manager for Source Mage GNU/Linux
spectrum_device module – Creates/deletes devices in CA Spectrum
spectrum_model_attrs module – Enforce a model’s attributes in CA Spectrum
spotinst_aws_elastigroup module – Create, update or delete Spotinst AWS Elastigroups
ss_3par_cpg module – Manage HPE StoreServ 3PAR CPG
ssh_config module – Manage SSH config for user
stackdriver module – Send code deploy and annotation events to stackdriver
stacki_host module – Add or remove host to stacki front-end
statsd module – Send metrics to StatsD
statusio_maintenance module – Create maintenance windows for your status.io dashboard
sudoers module – Manage sudoers files
supervisorctl module – Manage the state of a program or group of programs running via supervisord
svc module – Manage daemontools services
svr4pkg module – Manage Solaris SVR4 packages
swdepot module – Manage packages with swdepot package manager (HP-UX)
swupd module – Manages updates and bundles in ClearLinux systems
syslogger module – Log messages in the syslog
syspatch module – Manage OpenBSD system patches
sysrc module – Manage FreeBSD using sysrc
sysupgrade module – Manage OpenBSD system upgrades
taiga_issue module – Creates/deletes an issue in a Taiga Project Management Platform
telegram module – Send notifications via telegram
terraform module – Manages a Terraform deployment (and plans)
timezone module – Configure timezone setting
twilio module – Sends a text message to a mobile phone through Twilio
typetalk module – Send a message to typetalk
udm_dns_record module – Manage dns entries on a univention corporate server
udm_dns_zone module – Manage dns zones on a univention corporate server
udm_group module – Manage of the posix group
udm_share module – Manage samba shares on a univention corporate server
udm_user module – Manage posix users on a univention corporate server
ufw module – Manage firewall with UFW
uptimerobot module – Pause and start Uptime Robot monitoring
urpmi module – Urpmi manager
utm_aaa_group module – Create, update or destroy an aaa group object in Sophos UTM
utm_aaa_group_info module – Get info for reverse_proxy frontend entry in Sophos UTM
utm_ca_host_key_cert module – Create, update or destroy ca host_key_cert entry in Sophos UTM
utm_ca_host_key_cert_info module – Get info for a ca host_key_cert entry in Sophos UTM
utm_dns_host module – Create, update or destroy dns entry in Sophos UTM
utm_network_interface_address module – Create, update or destroy network/interface_address object
utm_network_interface_address_info module – Get info for a network/interface_address object
utm_proxy_auth_profile module – Create, update or destroy reverse_proxy auth_profile entry in Sophos UTM
utm_proxy_exception module – Create, update or destroy reverse_proxy exception entry in Sophos UTM
utm_proxy_frontend module – Create, update or destroy reverse_proxy frontend entry in Sophos UTM
utm_proxy_frontend_info module – Create, update or destroy reverse_proxy frontend entry in Sophos UTM
utm_proxy_location module – Create, update or destroy reverse_proxy location entry in Sophos UTM
utm_proxy_location_info module – Create, update or destroy reverse_proxy location entry in Sophos UTM
vdo module – Module to control VDO
vertica_configuration module – Updates Vertica configuration parameters
vertica_info module – Gathers Vertica database facts
vertica_role module – Adds or removes Vertica database roles and assigns roles to them
vertica_schema module – Adds or removes Vertica database schema and roles
vertica_user module – Adds or removes Vertica database users and assigns roles
vexata_eg module – Manage export groups on Vexata VX100 storage arrays
vexata_volume module – Manage volumes on Vexata VX100 storage arrays
vmadm module – Manage SmartOS virtual machines and zones
wakeonlan module – Send a magic Wake-on-LAN (WoL) broadcast packet
wdc_redfish_command module – Manages WDC UltraStar Data102 Out-Of-Band controllers using Redfish APIs
wdc_redfish_info module – Manages WDC UltraStar Data102 Out-Of-Band controllers using Redfish APIs
webfaction_app module – Add or remove applications on a Webfaction host
webfaction_db module – Add or remove a database on Webfaction
webfaction_domain module – Add or remove domains and subdomains on Webfaction
webfaction_mailbox module – Add or remove mailboxes on Webfaction
webfaction_site module – Add or remove a website on a Webfaction host
xattr module – Manage user defined extended attributes
xbps module – Manage packages with XBPS
xcc_redfish_command module – Manages Lenovo Out-Of-Band controllers using Redfish APIs
xenserver_facts module – Get facts reported on xenserver
xenserver_guest module – Manages virtual machines running on Citrix Hypervisor/XenServer host or pool
xenserver_guest_info module – Gathers information for virtual machines running on Citrix Hypervisor/XenServer host or pool
xenserver_guest_powerstate module – Manages power states of virtual machines running on Citrix Hypervisor/XenServer host or pool
xfconf module – Edit XFCE4 Configurations
xfconf_info module – Retrieve XFCE4 configurations
xfs_quota module – Manage quotas on XFS filesystems
xml module – Manage bits and pieces of XML files or strings
yarn module – Manage node.js packages with Yarn
yum_versionlock module – Locks / unlocks a installed package(s) from being updated by yum package manager
zfs module – Manage zfs
zfs_delegate_admin module – Manage ZFS delegated administration (user admin privileges)
zfs_facts module – Gather facts about ZFS datasets
znode module – Create, delete, retrieve, and update znodes using ZooKeeper
zpool_facts module – Gather facts about ZFS pools
zypper module – Manage packages on SUSE and openSUSE
zypper_repository module – Add and remove Zypper repositories



]
[2023-13-08 08:45:25]: DEBUG: __curl_module_index:modules=[]
[2023-13-08 08:45:28]: DEBUG: rewble->collection=[community.general]
[2023-13-08 08:45:28]: DEBUG: rewble->collection_modules=[1
[2023-13-08 08:45:29]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/community/general/aix_filesystem_module.html#examples],element_name=[examples]
[2023-13-08 10:44:57]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 10:44:57]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 10:44:57]: DEBUG: input to class function __fetch_ansible_docs_element: No url provided to fetch the collection index. This may mean the configuration is not defined or did not load properly. url=[]
[2023-13-08 10:50:54]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 10:50:54]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 10:50:54]: DEBUG: input to class function __fetch_ansible_docs_element: No url provided to fetch the collection index. This may mean the configuration is not defined or did not load properly. url=[]
[2023-13-08 10:50:54]: DEBUG: process received a terminate request.  This could be because q was pressed to escape from a menu. Or the configuration is missing required information to complete a task.
[2023-13-08 10:54:43]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 10:54:43]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 10:54:43]: DEBUG: input to class function __fetch_ansible_docs_element: No url provided to fetch the collection index. This may mean the configuration is not defined or did not load properly. url=[]
[2023-13-08 10:54:43]: DEBUG: process received a terminate request.  This could be because q was pressed to escape from a menu. Or the configuration is missing required information to complete a task.
[2023-13-08 11:15:25]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 11:15:25]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 11:15:25]: DEBUG: input to class function __fetch_ansible_docs_element: No url provided to fetch the collection index. This may mean the configuration is not defined or did not load properly. url=[]
[2023-13-08 11:15:25]: DEBUG: process received a terminate request.  This could be because q was pressed to escape from a menu. Or the configuration is missing required information to complete a task.
[2023-13-08 11:18:19]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 11:18:19]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 11:18:19]: DEBUG: The url provided to fetch the collection index url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 11:18:19]: DEBUG: collection_links array build section:
[2023-13-08 11:18:19]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/index.html],element_name=[collection-index]
[2023-13-08 11:18:20]: DEBUG: The collection_links array has been creaetd properly. It contains 0 links.
[2023-13-08 11:31:19]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 11:31:19]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 11:31:19]: DEBUG: Calling _show_collection_index_ with collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 11:31:19]: DEBUG: collection_links is array.
[2023-13-08 11:31:27]: DEBUG: collection_href=[google/cloud/]
[2023-13-08 11:31:27]: DEBUG: modules_url=[https://docs.ansible.com/ansible/latest/collections/google/cloud/index.html#plugin-index]
[2023-13-08 11:31:27]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/google/cloud/index.html#plugin-index],element_name=[modules]
[2023-13-08 11:31:27]: DEBUG: _fetch_module_index_ returned module_list=[
Modules

gcp_appengine_firewall_rule module – Creates a GCP FirewallRule
gcp_appengine_firewall_rule_info module – Gather info for GCP FirewallRule
gcp_bigquery_dataset module – Creates a GCP Dataset
gcp_bigquery_dataset_info module – Gather info for GCP Dataset
gcp_bigquery_table module – Creates a GCP Table
gcp_bigquery_table_info module – Gather info for GCP Table
gcp_bigtable_instance module – Creates a GCP Instance
gcp_bigtable_instance_info module – Gather info for GCP Instance
gcp_cloudbuild_trigger module – Creates a GCP Trigger
gcp_cloudbuild_trigger_info module – Gather info for GCP Trigger
gcp_cloudfunctions_cloud_function module – Creates a GCP CloudFunction
gcp_cloudfunctions_cloud_function_info module – Gather info for GCP CloudFunction
gcp_cloudscheduler_job module – Creates a GCP Job
gcp_cloudscheduler_job_info module – Gather info for GCP Job
gcp_cloudtasks_queue module – Creates a GCP Queue
gcp_cloudtasks_queue_info module – Gather info for GCP Queue
gcp_compute_address module – Creates a GCP Address
gcp_compute_address_info module – Gather info for GCP Address
gcp_compute_autoscaler module – Creates a GCP Autoscaler
gcp_compute_autoscaler_info module – Gather info for GCP Autoscaler
gcp_compute_backend_bucket module – Creates a GCP BackendBucket
gcp_compute_backend_bucket_info module – Gather info for GCP BackendBucket
gcp_compute_backend_service module – Creates a GCP BackendService
gcp_compute_backend_service_info module – Gather info for GCP BackendService
gcp_compute_disk module – Creates a GCP Disk
gcp_compute_disk_info module – Gather info for GCP Disk
gcp_compute_external_vpn_gateway module – Creates a GCP ExternalVpnGateway
gcp_compute_external_vpn_gateway_info module – Gather info for GCP ExternalVpnGateway
gcp_compute_firewall module – Creates a GCP Firewall
gcp_compute_firewall_info module – Gather info for GCP Firewall
gcp_compute_forwarding_rule module – Creates a GCP ForwardingRule
gcp_compute_forwarding_rule_info module – Gather info for GCP ForwardingRule
gcp_compute_global_address module – Creates a GCP GlobalAddress
gcp_compute_global_address_info module – Gather info for GCP GlobalAddress
gcp_compute_global_forwarding_rule module – Creates a GCP GlobalForwardingRule
gcp_compute_global_forwarding_rule_info module – Gather info for GCP GlobalForwardingRule
gcp_compute_health_check module – Creates a GCP HealthCheck
gcp_compute_health_check_info module – Gather info for GCP HealthCheck
gcp_compute_http_health_check module – Creates a GCP HttpHealthCheck
gcp_compute_http_health_check_info module – Gather info for GCP HttpHealthCheck
gcp_compute_https_health_check module – Creates a GCP HttpsHealthCheck
gcp_compute_https_health_check_info module – Gather info for GCP HttpsHealthCheck
gcp_compute_image module – Creates a GCP Image
gcp_compute_image_info module – Gather info for GCP Image
gcp_compute_instance module – Creates a GCP Instance
gcp_compute_instance_group module – Creates a GCP InstanceGroup
gcp_compute_instance_group_info module – Gather info for GCP InstanceGroup
gcp_compute_instance_group_manager module – Creates a GCP InstanceGroupManager
gcp_compute_instance_group_manager_info module – Gather info for GCP InstanceGroupManager
gcp_compute_instance_info module – Gather info for GCP Instance
gcp_compute_instance_template module – Creates a GCP InstanceTemplate
gcp_compute_instance_template_info module – Gather info for GCP InstanceTemplate
gcp_compute_interconnect_attachment module – Creates a GCP InterconnectAttachment
gcp_compute_interconnect_attachment_info module – Gather info for GCP InterconnectAttachment
gcp_compute_network module – Creates a GCP Network
gcp_compute_network_endpoint_group module – Creates a GCP NetworkEndpointGroup
gcp_compute_network_endpoint_group_info module – Gather info for GCP NetworkEndpointGroup
gcp_compute_network_info module – Gather info for GCP Network
gcp_compute_node_group module – Creates a GCP NodeGroup
gcp_compute_node_group_info module – Gather info for GCP NodeGroup
gcp_compute_node_template module – Creates a GCP NodeTemplate
gcp_compute_node_template_info module – Gather info for GCP NodeTemplate
gcp_compute_region_autoscaler module – Creates a GCP RegionAutoscaler
gcp_compute_region_autoscaler_info module – Gather info for GCP RegionAutoscaler
gcp_compute_region_backend_service module – Creates a GCP RegionBackendService
gcp_compute_region_backend_service_info module – Gather info for GCP RegionBackendService
gcp_compute_region_disk module – Creates a GCP RegionDisk
gcp_compute_region_disk_info module – Gather info for GCP RegionDisk
gcp_compute_region_health_check module – Creates a GCP RegionHealthCheck
gcp_compute_region_health_check_info module – Gather info for GCP RegionHealthCheck
gcp_compute_region_instance_group_manager module – Creates a GCP RegionInstanceGroupManager
gcp_compute_region_instance_group_manager_info module – Gather info for GCP RegionInstanceGroupManager
gcp_compute_region_target_http_proxy module – Creates a GCP RegionTargetHttpProxy
gcp_compute_region_target_http_proxy_info module – Gather info for GCP RegionTargetHttpProxy
gcp_compute_region_target_https_proxy module – Creates a GCP RegionTargetHttpsProxy
gcp_compute_region_target_https_proxy_info module – Gather info for GCP RegionTargetHttpsProxy
gcp_compute_region_url_map module – Creates a GCP RegionUrlMap
gcp_compute_region_url_map_info module – Gather info for GCP RegionUrlMap
gcp_compute_reservation module – Creates a GCP Reservation
